Discriminator ID,Birth,Death
462,462.0,2374.0,3440.0
463,463.0,2378.0,12647.0
464,464.0,2380.0,2881.0
465,465.0,2383.0,2884.0
466,466.0,2388.0,2889.0
467,467.0,2390.0,2891.0
468,468.0,2398.0,3125.0
469,469.0,2399.0,2900.0
470,470.0,2402.0,2903.0
471,471.0,2407.0,2908.0
472,472.0,2414.0,2982.0
473,473.0,2419.0,4201.0
474,474.0,2420.0,3025.0
475,475.0,2426.0,2927.0
476,476.0,2431.0,2932.0
477,477.0,2439.0,3457.0
478,478.0,2445.0,2946.0
479,479.0,2470.0,2971.0
480,480.0,2494.0,5852.0
481,481.0,2507.0,3008.0
482,482.0,2513.0,3287.0
483,483.0,2519.0,3020.0
484,484.0,2522.0,3533.0
485,485.0,2532.0,3089.0
486,486.0,2535.0,8838.0
487,487.0,2541.0,3042.0
488,488.0,2543.0,3211.0
489,489.0,2547.0,3458.0
490,490.0,2551.0,3052.0
491,491.0,2553.0,3054.0
492,492.0,2554.0,3055.0
493,493.0,2555.0,3056.0
494,494.0,2556.0,3057.0
495,495.0,2558.0,3326.0
496,496.0,2559.0,4753.0
497,497.0,2560.0,3061.0
498,498.0,2570.0,5941.0
499,499.0,2576.0,3077.0
500,500.0,2577.0,3078.0
501,501.0,2587.0,3088.0
502,502.0,2589.0,3111.0
503,503.0,2590.0,3091.0
504,504.0,2593.0,3108.0
505,505.0,2597.0,3098.0
506,506.0,2602.0,3103.0
507,507.0,2609.0,3110.0
508,508.0,2613.0,3114.0
509,509.0,2614.0,3115.0
510,510.0,2618.0,3119.0
511,511.0,2620.0,3121.0
512,512.0,2621.0,3122.0
513,513.0,2622.0,3123.0
514,514.0,2633.0,3134.0
515,515.0,2641.0,3142.0
516,516.0,2644.0,3145.0
517,517.0,2659.0,3160.0
518,518.0,2663.0,3309.0
519,519.0,2674.0,3175.0
520,520.0,2679.0,3180.0
521,521.0,2691.0,7415.0
522,522.0,2694.0,3247.0
523,523.0,2699.0,3200.0
524,524.0,2704.0,3205.0
525,525.0,2712.0,3817.0
526,526.0,2715.0,3216.0
527,527.0,2717.0,3218.0
528,528.0,2723.0,3224.0
529,529.0,2724.0,3225.0
530,530.0,2731.0,6261.0
531,531.0,2738.0,4213.0
532,532.0,2741.0,3242.0
533,533.0,2748.0,4340.0
534,534.0,2749.0,3343.0
535,535.0,2751.0,4897.0
536,536.0,2758.0,3259.0
537,537.0,2764.0,3265.0
538,538.0,2772.0,3995.0
539,539.0,2774.0,3516.0
540,540.0,2780.0,3624.0
541,541.0,2789.0,3290.0
542,542.0,2792.0,3293.0
543,543.0,2794.0,4197.0
544,544.0,2798.0,3628.0
545,545.0,2799.0,3598.0
546,546.0,2803.0,3304.0
547,547.0,2804.0,3305.0
548,548.0,2806.0,3307.0
549,549.0,2813.0,3528.0
550,550.0,2837.0,3338.0
551,551.0,2850.0,3501.0
552,552.0,2851.0,3645.0
553,553.0,2852.0,3388.0
554,554.0,2859.0,5894.0
555,555.0,2860.0,3361.0
556,556.0,2863.0,3364.0
557,557.0,2864.0,3365.0
558,558.0,2865.0,3366.0
559,559.0,2875.0,3376.0
560,560.0,2883.0,3826.0
561,561.0,2888.0,3389.0
562,562.0,2891.0,3392.0
563,563.0,2897.0,3398.0
564,564.0,2899.0,3839.0
565,565.0,2900.0,4982.0
566,566.0,2915.0,3416.0
567,567.0,2918.0,3965.0
568,568.0,2921.0,3640.0
569,569.0,2924.0,3425.0
570,570.0,2925.0,3426.0
571,571.0,2936.0,4475.0
572,572.0,2944.0,4241.0
573,573.0,2949.0,3450.0
574,574.0,2950.0,3451.0
575,575.0,2954.0,3455.0
576,576.0,2960.0,3461.0
577,577.0,2961.0,3462.0
578,578.0,2962.0,3463.0
579,579.0,2965.0,3466.0
580,580.0,2969.0,3470.0
581,581.0,2972.0,3473.0
582,582.0,3003.0,3504.0
583,583.0,3006.0,3507.0
584,584.0,3007.0,3816.0
585,585.0,3012.0,3513.0
586,586.0,3014.0,3515.0
587,587.0,3017.0,4590.0
588,588.0,3020.0,3521.0
589,589.0,3026.0,3527.0
590,590.0,3030.0,3531.0
591,591.0,3031.0,3724.0
592,592.0,3033.0,3534.0
593,593.0,3036.0,3537.0
594,594.0,3037.0,3538.0
595,595.0,3038.0,7827.0
596,596.0,3039.0,3540.0
597,597.0,3041.0,4195.0
598,598.0,3042.0,3652.0
599,599.0,3048.0,7250.0
600,600.0,3052.0,6670.0
601,601.0,3059.0,5432.0
602,602.0,3064.0,4720.0
603,603.0,3079.0,3580.0
604,604.0,3086.0,4997.0
605,605.0,3091.0,3592.0
606,606.0,3092.0,3593.0
607,607.0,3096.0,3597.0
608,608.0,3098.0,3599.0
609,609.0,3101.0,4456.0
610,610.0,3108.0,3609.0
611,611.0,3111.0,5696.0
612,612.0,3118.0,3619.0
613,613.0,3125.0,3626.0
614,614.0,3133.0,4098.0
615,615.0,3138.0,3639.0
616,616.0,3150.0,3651.0
617,617.0,3158.0,3659.0
618,618.0,3177.0,3678.0
619,619.0,3178.0,3679.0
620,620.0,3179.0,3680.0
621,621.0,3183.0,3684.0
622,622.0,3193.0,3694.0
623,623.0,3198.0,3699.0
624,624.0,3204.0,3705.0
625,625.0,3208.0,3709.0
626,626.0,3229.0,3730.0
627,627.0,3234.0,4090.0
628,628.0,3244.0,3745.0
629,629.0,3246.0,3747.0
630,630.0,3249.0,3750.0
631,631.0,3254.0,4281.0
632,632.0,3258.0,3891.0
633,633.0,3266.0,6582.0
634,634.0,3268.0,3769.0
635,635.0,3271.0,3772.0
636,636.0,3277.0,6599.0
637,637.0,3279.0,5881.0
638,638.0,3283.0,3784.0
639,639.0,3288.0,3789.0
640,640.0,3292.0,3793.0
641,641.0,3300.0,3801.0
642,642.0,3303.0,4711.0
643,643.0,3306.0,3807.0
644,644.0,3308.0,4054.0
645,645.0,3314.0,4118.0
646,646.0,3321.0,3822.0
647,647.0,3327.0,4008.0
648,648.0,3329.0,3830.0
649,649.0,3340.0,3841.0
650,650.0,3342.0,4620.0
651,651.0,3343.0,3844.0
652,652.0,3344.0,4577.0
653,653.0,3346.0,3847.0
654,654.0,3348.0,3849.0
655,655.0,3355.0,3856.0
656,656.0,3357.0,3858.0
657,657.0,3368.0,3869.0
658,658.0,3376.0,3877.0
659,659.0,3393.0,3894.0
660,660.0,3397.0,3898.0
661,661.0,3405.0,3906.0
662,662.0,3416.0,3917.0
663,663.0,3420.0,3921.0
664,664.0,3427.0,3928.0
665,665.0,3429.0,4064.0
666,666.0,3435.0,3936.0
667,667.0,3441.0,3942.0
668,668.0,3444.0,3945.0
669,669.0,3446.0,3947.0
670,670.0,3448.0,3949.0
671,671.0,3452.0,4771.0
672,672.0,3459.0,4599.0
673,673.0,3471.0,3972.0
674,674.0,3472.0,4426.0
675,675.0,3474.0,4149.0
676,676.0,3477.0,3978.0
677,677.0,3480.0,6172.0
678,678.0,3483.0,3984.0
679,679.0,3490.0,4137.0
680,680.0,3497.0,3998.0
681,681.0,3502.0,4003.0
682,682.0,3506.0,4007.0
683,683.0,3519.0,4076.0
684,684.0,3523.0,4024.0
685,685.0,3526.0,9965.0
686,686.0,3527.0,6452.0
687,687.0,3528.0,4029.0
688,688.0,3541.0,4042.0
689,689.0,3548.0,4344.0
690,690.0,3550.0,4051.0
691,691.0,3554.0,4359.0
692,692.0,3568.0,4069.0
693,693.0,3571.0,5260.0
694,694.0,3578.0,4227.0
695,695.0,3580.0,4081.0
696,696.0,3591.0,4092.0
697,697.0,3596.0,5108.0
698,698.0,3599.0,4100.0
699,699.0,3600.0,8055.0
700,700.0,3604.0,4105.0
701,701.0,3612.0,4460.0
702,702.0,3614.0,4115.0
703,703.0,3615.0,4455.0
704,704.0,3621.0,4329.0
705,705.0,3622.0,4123.0
706,706.0,3626.0,4127.0
707,707.0,3627.0,4128.0
708,708.0,3630.0,4131.0
709,709.0,3635.0,4136.0
710,710.0,3651.0,4160.0
711,711.0,3662.0,4163.0
712,712.0,3663.0,4962.0
713,713.0,3664.0,4165.0
714,714.0,3672.0,4187.0
715,715.0,3678.0,4382.0
716,716.0,3680.0,4266.0
717,717.0,3683.0,4184.0
718,718.0,3690.0,4191.0
719,719.0,3693.0,4194.0
720,720.0,3697.0,4198.0
721,721.0,3703.0,5784.0
722,722.0,3705.0,4312.0
723,723.0,3710.0,4211.0
724,724.0,3711.0,4212.0
725,725.0,3727.0,4228.0
726,726.0,3733.0,4234.0
727,727.0,3741.0,4242.0
728,728.0,3743.0,4244.0
729,729.0,3756.0,7286.0
730,730.0,3759.0,4260.0
731,731.0,3768.0,4269.0
732,732.0,3773.0,6392.0
733,733.0,3781.0,5086.0
734,734.0,3784.0,4285.0
735,735.0,3788.0,4289.0
736,736.0,3789.0,5416.0
737,737.0,3801.0,4695.0
738,738.0,3802.0,4303.0
739,739.0,3812.0,4313.0
740,740.0,3813.0,4314.0
741,741.0,3821.0,4322.0
742,742.0,3822.0,4323.0
743,743.0,3827.0,4328.0
744,744.0,3838.0,4339.0
745,745.0,3847.0,4348.0
746,746.0,3850.0,4351.0
747,747.0,3851.0,4352.0
748,748.0,3854.0,5123.0
749,749.0,3861.0,4362.0
750,750.0,3878.0,4379.0
751,751.0,3890.0,4444.0
752,752.0,3894.0,4544.0
753,753.0,3898.0,6525.0
754,754.0,3899.0,4400.0
755,755.0,3902.0,4403.0
756,756.0,3905.0,4406.0
757,757.0,3918.0,4419.0
758,758.0,3928.0,4429.0
759,759.0,3935.0,4436.0
760,760.0,3936.0,13192.0
761,761.0,3938.0,4439.0
762,762.0,3939.0,4440.0
763,763.0,3945.0,4446.0
764,764.0,3964.0,4465.0
765,765.0,3972.0,4473.0
766,766.0,3973.0,4560.0
767,767.0,3984.0,5723.0
768,768.0,3988.0,4936.0
769,769.0,3991.0,5721.0
770,770.0,3993.0,4494.0
771,771.0,3995.0,5547.0
772,772.0,3998.0,4499.0
773,773.0,4000.0,4501.0
774,774.0,4013.0,4744.0
775,775.0,4014.0,6841.0
776,776.0,4020.0,4521.0
777,777.0,4021.0,4522.0
778,778.0,4024.0,4987.0
779,779.0,4026.0,4527.0
780,780.0,4028.0,4529.0
781,781.0,4029.0,4530.0
782,782.0,4036.0,6797.0
783,783.0,4039.0,5690.0
784,784.0,4042.0,4543.0
785,785.0,4047.0,7700.0
786,786.0,4049.0,5404.0
787,787.0,4050.0,4737.0
788,788.0,4051.0,4552.0
789,789.0,4053.0,4554.0
790,790.0,4054.0,5866.0
791,791.0,4056.0,4557.0
792,792.0,4062.0,4567.0
793,793.0,4064.0,4565.0
794,794.0,4075.0,4664.0
795,795.0,4079.0,4580.0
796,796.0,4085.0,4586.0
797,797.0,4087.0,4588.0
798,798.0,4092.0,6904.0
799,799.0,4096.0,4597.0
800,800.0,4105.0,4856.0
801,801.0,4112.0,4613.0
802,802.0,4114.0,4615.0
803,803.0,4125.0,5041.0
804,804.0,4141.0,4642.0
805,805.0,4142.0,5716.0
806,806.0,4143.0,4644.0
807,807.0,4146.0,5227.0
808,808.0,4150.0,4651.0
809,809.0,4155.0,4656.0
810,810.0,4159.0,4660.0
811,811.0,4170.0,4671.0
812,812.0,4172.0,6911.0
813,813.0,4174.0,4675.0
814,814.0,4179.0,4680.0
815,815.0,4183.0,9386.0
816,816.0,4195.0,5141.0
817,817.0,4197.0,4772.0
818,818.0,4198.0,4699.0
819,819.0,4202.0,4703.0
820,820.0,4204.0,4705.0
821,821.0,4216.0,4717.0
822,822.0,4225.0,4796.0
823,823.0,4226.0,4727.0
824,824.0,4233.0,4734.0
825,825.0,4241.0,4742.0
826,826.0,4255.0,4756.0
827,827.0,4264.0,6112.0
828,828.0,4272.0,4773.0
829,829.0,4283.0,4784.0
830,830.0,4288.0,5695.0
831,831.0,4290.0,4791.0
832,832.0,4298.0,4799.0
833,833.0,4303.0,4804.0
834,834.0,4305.0,4806.0
835,835.0,4308.0,4809.0
836,836.0,4309.0,4810.0
837,837.0,4314.0,4815.0
838,838.0,4315.0,9667.0
839,839.0,4316.0,4817.0
840,840.0,4318.0,4819.0
841,841.0,4320.0,4821.0
842,842.0,4325.0,4978.0
843,843.0,4331.0,4955.0
844,844.0,4343.0,7310.0
845,845.0,4345.0,4893.0
846,846.0,4356.0,6922.0
847,847.0,4358.0,4859.0
848,848.0,4369.0,4870.0
849,849.0,4375.0,5145.0
850,850.0,4384.0,4885.0
851,851.0,4385.0,4886.0
852,852.0,4390.0,5268.0
853,853.0,4391.0,5484.0
854,854.0,4393.0,5262.0
855,855.0,4402.0,4903.0
856,856.0,4420.0,5473.0
857,857.0,4425.0,5030.0
858,858.0,4432.0,4933.0
859,859.0,4436.0,4937.0
860,860.0,4451.0,4952.0
861,861.0,4452.0,4953.0
862,862.0,4455.0,4956.0
863,863.0,4456.0,4957.0
864,864.0,4459.0,4960.0
865,865.0,4462.0,4963.0
866,866.0,4466.0,5294.0
867,867.0,4469.0,4970.0
868,868.0,4484.0,4985.0
869,869.0,4488.0,4989.0
870,870.0,4495.0,4996.0
871,871.0,4504.0,5005.0
872,872.0,4508.0,5009.0
873,873.0,4514.0,5015.0
874,874.0,4523.0,5450.0
875,875.0,4524.0,6199.0
876,876.0,4526.0,7341.0
877,877.0,4527.0,5934.0
878,878.0,4530.0,5031.0
879,879.0,4534.0,5035.0
880,880.0,4536.0,6980.0
881,881.0,4539.0,6584.0
882,882.0,4541.0,5693.0
883,883.0,4545.0,5053.0
884,884.0,4547.0,5048.0
885,885.0,4549.0,5744.0
886,886.0,4550.0,5051.0
887,887.0,4551.0,7028.0
888,888.0,4568.0,5069.0
889,889.0,4572.0,5073.0
890,890.0,4576.0,5644.0
